时间,组件温度(℃),温度(°C),气压(hPa),湿度(%),总辐射(W/m2),直射辐射(W/m2),散射辐射(W/m2),实际发电功率(mw)
2019/2/10 17:45,6.5525,-1.022,926.036,37.344,139.9,125.91,77.5733,4.829667
2019/2/10 18:00,5.665,-1.241,926.038,37.662,123.55,111.195,69.4933,3.461067
2019/2/10 18:15,5.1575,-1.418,926.039,37.662,78.5,70.65,46,1.7446
2019/2/10 18:30,3.1625,-1.67,926.039,38.465,50.9,45.81,32.2,0.750333
2019/2/10 18:45,2.04,-1.983,926.04,39.001,22.1,19.89,15.7067,0.004
2019/2/10 19:00,1.27,-2.234,926.043,39.906,0,0,3.25333,0
2019/2/10 19:15,1.0775,-2.524,926.055,40.48,0,0,0,0
2019/2/10 19:30,0.61,-2.837,926.062,41.475,0,0,0,0
2019/2/10 19:45,0.0175,-2.9,926.062,41.367,0,0,0,0
2019/2/10 20:00,-1.0175,-3.437,926.064,43.511,0,0,0,0
2019/2/10 20:15,-0.900001,-3.562,926.067,44.811,0,0,0,0
2019/2/10 20:30,-1.1275,-3.666,926.071,44.98,0,0,0,0
2019/2/10 20:45,-3.5225,-4.074,926.07,46.724,0,0,0,0
2019/2/10 21:00,-4.775,-3.798,926.071,45.822,0,0,0,0
2019/2/10 21:15,-5.4925,-3.85,926.071,45.574,0,0,0,0
2019/2/10 21:30,-6.3175,-3.865,926.071,44.756,0,0,0,0
2019/2/10 21:45,-7.13751,-4.39,926.071,46.193,0,0,0,0
2019/2/10 22:00,-8.075,-4.167,926.071,44.555,0,0,0,0
2019/2/10 22:15,-8.69,-4.729,926.071,47.568,0,0,0,0
2019/2/10 22:30,-9,-4.933,926.071,48.543,0,0,0,0
2019/2/10 22:45,-9.5,-4.861,926.07,48.112,0,0,0,0
2019/2/10 23:00,-9.89499,-4.904,926.07,47.287,0,0,0,0
2019/2/10 23:15,-10.4875,-4.82,926.07,46.917,0,0,0,0
2019/2/10 23:30,-10.35,-5.374,926.07,49.281,0,0,0,0
2019/2/10 23:45,-10.28,-5.63,926.07,49.346,0,0,0,0
2019/2/11 0:00,-9.8475,-5.615,926.07,48.907,0,0,0,0
2019/2/11 0:15,-9.22,-5.566,926.07,48.669,0,0,0,0
2019/2/11 0:30,-9.4775,-6.23,926.069,50.563,0,0,0,0
2019/2/11 0:45,-9.9,-6.41,926.068,51.444,0,0,0,0
2019/2/11 1:00,-10.41,-6.116,926.068,50.882,0,0,0,0
2019/2/11 1:15,-11.2025,-5.835,926.07,50.048,0,0,0,0
2019/2/11 1:30,-11.8075,-6.24,926.068,51.108,0,0,0,0
2019/2/11 1:45,-11.885,-6.364,926.069,51.509,0,0,0,0
2019/2/11 2:00,-13.01,-6.744,926.07,52.474,0,0,0,0
2019/2/11 2:15,-10.89,-6.37,926.069,51.226,0,0,0,0
2019/2/11 2:30,-11.495,-6.876,926.07,52.866,0,0,0,0
2019/2/11 2:45,-12.2675,-7.069,926.066,53.139,0,0,0,0
2019/2/11 3:00,-12.4925,-6.903,926.065,52.542,0,0,0,0
2019/2/11 3:15,-13.075,-6.705,926.065,51.733,0,0,0,0
2019/2/11 3:30,-13.5175,-7.176,926.066,53.153,0,0,0,0
2019/2/11 3:45,-13.0225,-7.188,926.064,53.251,0,0,0,0
2019/2/11 4:00,-12.8,-7.252,926.065,52.374,0,0,0,0
2019/2/11 4:15,-12.3675,-7.681,926.066,53.639,0,0,0,0
2019/2/11 4:30,-13.0425,-7.451,926.065,55.316,0,0,0,0
2019/2/11 4:45,-12.23,-7.68,926.065,58.248,0,0,0,0
2019/2/11 5:00,-11.285,-7.627,926.064,60.366,0,0,0,0
2019/2/11 5:15,-12.3975,-7.462,926.064,62.018,0,0,0,0
2019/2/11 5:30,-12.39,-7.598,926.066,64.591,0,0,0,0
2019/2/11 5:45,-12.7875,-7.773,926.066,67.601,0,0,0,0
2019/2/11 6:00,-12.415,-7.846,926.067,69.92,0,0,0,0
2019/2/11 6:15,-11.3275,-7.801,926.067,71.59,0,0,0,0
2019/2/11 6:30,-11.27,-8.096,926.067,73.436,0,0,0,0
2019/2/11 6:45,-11.1875,-8.968,926.065,73.668,0,0,0,0
2019/2/11 7:00,-11.1575,-8.621,926.063,75.448,0,0,0,0
2019/2/11 7:15,-10.67,-8.423,926.064,74.699,0,0,0,0
2019/2/11 7:30,-10.49,-8.679,926.063,74.166,0,0,0,0
2019/2/11 7:45,-11.1,-8.126,926.064,72.966,0,0,0,0
2019/2/11 8:00,-12.535,-7.964,926.062,72.736,0,0,0,0
2019/2/11 8:15,-12.94,-7.797,926.063,72.396,0,0,0,0
2019/2/11 8:30,-13.075,-8.318,926.063,73.59,0,0,0,0
2019/2/11 8:45,-12.25,-7.972,926.055,73.857,0,0,0,0
2019/2/11 9:00,-10.27,-8.102,926.052,73.839,0,0,6.42667,0.486667
2019/2/11 9:15,-9.6475,-8.199,926.05,75.147,33.15,29.835,17.2933,1.746667
2019/2/11 9:30,-9.09,-7.573,926.049,74.876,66.175,59.5575,33,3.386133
2019/2/11 9:45,-8.16,-6.483,926.05,73.1,105.2,94.68,50.4133,5.633867
2019/2/11 10:00,-6.2975,-5.804,926.047,70.5,148.85,133.965,69.52,8.123467
2019/2/11 10:15,-3.74,-5.021,926.048,67.222,193.85,174.465,94.4267,9.906067
2019/2/11 10:30,-2.3775,-4.724,926.047,65.322,211.725,190.553,103.453,13.590601
2019/2/11 10:45,-0.645,-4.469,926.043,63.993,291.925,262.733,142.147,16.696466
2019/2/11 11:00,1.3225,-4.3,926.039,62.596,340.7,306.63,165.24,20.545
2019/2/11 11:15,5.445,-4.245,926.033,62.237,402.375,362.138,194.373,23.981068
2019/2/11 11:30,5.99,-4.201,926.027,62.825,462.175,415.957,221.653,27.2434
2019/2/11 11:45,8.64407,-3.873,926.02,62.048,516.356,464.629,246.929,30.191734
2019/2/11 12:00,13.0825,-3.528,926.015,59.426,568.425,511.38,272.08,33.36
2019/2/11 12:15,15.775,-2.963,926.01,57.326,625.675,562.792,297.427,36.483536
2019/2/11 12:30,21.3325,-3.056,926.007,57.409,671.825,604.53,317.853,38.516003
2019/2/11 12:45,21.1175,-2.673,926.007,56.296,714.5,643.095,310.56,39.821404
2019/2/11 13:00,22.7275,-2.135,926.005,54.534,741.425,667.125,178.8,40.302868
2019/2/11 13:15,24.7175,-2.016,926.003,54.012,747.925,672.975,180.853,40.984203
2019/2/11 13:30,25.9375,-1.903,926.015,53.202,753.675,678.375,188.44,41.3156
2019/2/11 13:45,26.525,-1.741,926.013,52.783,763.2,686.88,342.827,41.47187
2019/2/11 14:00,27.03,-1.266,926.014,50.836,760.475,684.428,376.213,41.163868
2019/2/11 14:15,30.645,-1.16,926.018,50.372,745.275,670.748,375.573,40.71587
2019/2/11 14:30,30.075,-1.226,926.016,50.174,758.675,682.808,385.92,40.787003
2019/2/11 14:45,29.6675,-1.017,926.016,49.334,739.025,665.123,379.04,40.04807
2019/2/11 15:00,28.03,-1.074,926.016,50.071,719.075,647.168,369.373,39.1528
2019/2/11 15:15,28.5925,-0.836,926.021,48.944,698.85,628.965,359.573,38.31307
2019/2/11 15:30,32.275,-0.842,926.024,48.714,684.675,616.207,350.28,37.089268
2019/2/11 15:45,28.4425,-1.018,926.026,49.45,660.175,594.157,335,36.8842
2019/2/11 16:00,28.8525,-0.957,926.028,49.239,645.275,580.747,324.293,36.9468
2019/2/11 16:15,32.31,-0.911,926.03,48.522,626.975,564.278,311.747,36.145535
2019/2/11 16:30,31.0175,-0.445,926.037,47.452,589.1,530.19,287.507,33.513336
2019/2/11 16:45,30.15,-0.442,926.043,46.626,537.55,483.795,258.68,30.707201
2019/2/11 17:00,24.7,-0.342,926.052,45.167,483.625,435.263,229.093,25.714802
2019/2/11 17:15,20.97,-0.399,926.058,45.112,354.9,319.41,163.987,21.711267
2019/2/11 17:30,17.8375,-0.543,926.056,44.484,337.475,303.728,155.12,16.604734
2019/2/11 17:45,13.0925,-0.688,926.058,44.669,230.1,207.09,103.867,14.992935
2019/2/11 18:00,13.5025,-0.869,926.062,45.975,209.5,188.55,95.04,9.060267
2019/2/11 18:15,8.99,-1.125,926.064,45.989,107.6,96.84,48.5867,6.3546
2019/2/11 18:30,5.655,-1.547,926.066,45.922,118.6,106.762,53.32,3.0044
2019/2/11 18:45,4.285,-1.816,926.066,47.505,53.925,48.8025,28.6533,0.984533
2019/2/11 19:00,0.2025,-2.133,926.063,49.084,8.1,7.6275,12.1733,0.012933
2019/2/11 19:15,-1.99,-2.661,926.067,51.918,0,0,0,0
2019/2/11 19:30,-2.9775,-3.304,926.066,56.659,0,0,0,0
2019/2/11 19:45,-3.6075,-3.701,926.066,58.048,0,0,0,0
2019/2/11 20:00,-4.94,-4.631,926.065,61.31,0,0,0,0
2019/2/11 20:15,-6.055,-4.48,926.064,61.578,0,0,0,0
2019/2/11 20:30,-6.5925,-4.283,926.062,61.588,0,0,0,0
2019/2/11 20:45,-7.4575,-5.196,926.07,63.774,0,0,0,0
2019/2/11 21:00,-7.7125,-5.224,926.071,64.042,0,0,0,0
2019/2/11 21:15,-8.2,-5.438,926.07,64.219,0,0,0,0
2019/2/11 21:30,-9.5275,-5.369,926.067,64.547,0,0,0,0
2019/2/11 21:45,-9.9,-5.853,926.067,66.359,0,0,0,0
2019/2/11 22:00,-10.96,-5.973,926.066,67.989,0,0,0,0
2019/2/11 22:15,-11.0825,-6.592,926.063,69.316,0,0,0,0
2019/2/11 22:30,-11.0125,-6.892,926.063,71.094,0,0,0,0
2019/2/11 22:45,-11.325,-7.369,926.062,69.731,0,0,0,0
2019/2/11 23:00,-11.08,-8.382,926.06,72.524,0,0,0,0
2019/2/11 23:15,-11.33,-8.756,926.061,73.34,0,0,0,0
2019/2/11 23:30,-10.005,-9.037,926.06,72.25,0,0,0,0
2019/2/11 23:45,-11.1025,-9.636,926.059,72.911,0,0,0,0
2019/2/12 0:00,-11.6,-9.196,926.06,71.385,0,0,0,0
2019/2/12 0:15,-11.695,-9.457,926.056,72.174,0,0,0,0
2019/2/12 0:30,-12,-9.869,926.056,72.778,0,0,0,0
2019/2/12 0:45,-12.695,-9.82,926.057,72.848,0,0,0,0
2019/2/12 1:00,-13.1275,-10.147,926.054,74.138,0,0,0,0
2019/2/12 1:15,-13.9775,-10.141,926.055,73.436,0,0,0,0
2019/2/12 1:30,-13.7725,-10,926.052,73.409,0,0,0,0
2019/2/12 1:45,-13.64,-10.345,926.052,74.473,0,0,0,0
2019/2/12 2:00,-14,-10.682,926.051,76.012,0,0,0,0
2019/2/12 2:15,-13.6225,-9.788,926.05,73.818,0,0,0,0
2019/2/12 2:30,-13.65,-10.47,926.05,73.153,0,0,0,0
2019/2/12 2:45,-12.8375,-10.738,926.048,74.703,0,0,0,0
2019/2/12 3:00,-12.62,-11.647,926.049,76.347,0,0,0,0
2019/2/12 3:15,-12.75,-11.413,926.047,76.424,0,0,0,0
2019/2/12 3:30,-12.965,-11.094,926.044,74.86,0,0,0,0
2019/2/12 3:45,-14.23,-11.417,926.043,73.173,0,0,0,0
2019/2/12 4:00,-15.2825,-11.802,926.045,74.782,0,0,0,0
2019/2/12 4:15,-15.75,-11.661,926.044,75.472,0,0,0,0
2019/2/12 4:30,-15.0075,-11.567,926.041,76.286,0,0,0,0
2019/2/12 4:45,-13.32,-11.468,926.036,75.48,0,0,0,0
2019/2/12 5:00,-12.4675,-11.95,926.037,74.402,0,0,0,0
2019/2/12 5:15,-12.2725,-11.8,926.037,72.894,0,0,0,0
2019/2/12 5:30,-11.1025,-11.893,926.036,71.613,0,0,0,0
2019/2/12 5:45,-12.4025,-10.772,926.039,68.042,0,0,0,0
2019/2/12 6:00,-12.145,-11.723,926.041,70.345,0,0,0,0
2019/2/12 6:15,-12.15,-11.896,926.03,71.959,0,0,0,0
2019/2/12 6:30,-11.635,-12.2,926.032,70.768,0,0,0,0
2019/2/12 6:45,-11.2425,-12.807,926.033,72.573,0,0,0,0
2019/2/12 7:00,-10.4675,-12.428,926.034,71.627,0,0,0,0
2019/2/12 7:15,-10.255,-10.953,926.034,67.379,0,0,0,0
2019/2/12 7:30,-9.7225,-12.65,926.035,69.523,0,0,0,0
2019/2/12 7:45,-9.36749,-13.201,926.036,71.877,0,0,0,0
2019/2/12 8:00,-11.415,-12.883,926.036,71.051,0,0,0,0
2019/2/12 8:15,-12.5008,-12.877,926.038,70.705,0,0,0,0
2019/2/12 8:30,-15.075,-12.479,926.033,69.21,0,0,0,0
2019/2/12 8:45,-16.3675,-13.391,926.046,70.093,0,0,0,0.069267
2019/2/12 9:00,-16.5275,-13.305,926.039,69.515,14.5,12.69,11.7467,1.213667
2019/2/12 9:15,-13.9,-13.378,926.041,69.804,50.05,45,26.1733,2.515933
2019/2/12 9:30,-8.185,-12.647,926.046,65.525,86.4,77.625,42.96,5.090067
2019/2/12 9:45,-5.515,-12.765,926.045,65.096,145.45,130.68,69.08,8.644467
2019/2/12 10:00,-3.3175,-12.355,926.044,62.693,177.925,160.155,90.2267,9.156134
2019/2/12 10:15,-2.66,-11.641,926.045,58.632,207.6,186.66,109.427,9.469467
2019/2/12 10:30,-1.28,-10.915,926.044,55.847,228.8,205.92,121.133,10.864267
2019/2/12 10:45,0.7525,-10.117,926.044,52.923,255.025,229.523,136.027,10.7122
2019/2/12 11:00,1.3525,-9.306,926.043,49.583,264.075,237.667,142.04,12.985467
2019/2/12 11:15,3.495,-8.498,926.04,47.552,322.65,290.385,167.133,20.116402
2019/2/12 11:30,7.6175,-7.734,926.031,44.994,434.95,391.455,215.213,27.339067
2019/2/12 11:45,16.1925,-7.116,926.027,43.65,559.575,503.618,280,32.332935
2019/2/12 12:00,18.9325,-6.259,926.021,42.874,610.8,549.72,298.76,35.371136
2019/2/12 12:15,21.6375,-5.444,926.016,41.67,685.325,616.793,334.88,31.504602
2019/2/12 12:30,23.235,-4.654,926.029,40.28,594.025,534.622,299.827,29.417934
2019/2/12 12:45,21.5875,-3.67,926.026,38.921,637.825,574.043,302.68,34.919334
2019/2/12 13:00,30.535,-2.731,926.018,38.358,730.55,657.495,197.733,37.6482
2019/2/12 13:15,38.2325,-1.878,926.016,37.127,773.875,696.487,201.213,34.927937
2019/2/12 13:30,34.7325,-1.255,926.031,36.439,644.775,580.298,185.533,32.819603
2019/2/12 13:45,35.2025,-0.623,926.033,35.69,646.025,581.422,283.467,32.218803
2019/2/12 14:00,33.7625,0.138,926.029,34.323,652.925,587.633,337.493,39.2984
2019/2/12 14:15,45.675,0.536,926.027,32.494,829.025,746.123,428.16,27.750334
2019/2/12 14:30,34.785,0.843,926.05,30.5,476.375,428.737,259.613,24.272867
2019/2/12 14:45,26.995,1.294,926.047,30.431,570.525,513.585,312.693,30.436335
2019/2/12 15:00,30.62,1.674,926.028,29.68,712.5,641.385,378.067,31.737202
2019/2/12 15:15,31.12,2.075,926.038,28.531,546.175,490.545,287.787,30.986734
2019/2/12 15:30,29.3575,2.222,926.028,27.701,622.475,560.205,321.453,28.461401
2019/2/12 15:45,29.77,2.371,926.035,25.544,562.55,508.297,297.133,18.867802
2019/2/12 16:00,18.9925,2.978,926.043,25.245,382.3,344.115,210.613,19.6644
2019/2/12 16:15,17.3875,2.965,926.034,24.885,468.375,420.795,249.587,20.632734
2019/2/12 16:30,17.6225,2.99,926.047,23.998,323.575,291.78,163.347,14.847467
2019/2/12 16:45,16.3375,3.585,926.037,22.248,478.4,431.01,235.507,20.767668
2019/2/12 17:00,16.5825,3.108,926.048,23.672,319.225,287.775,161.307,7.0906
2019/2/12 17:15,8.8575,3.141,926.055,23.442,157.65,141.885,82.04,10.089067
2019/2/12 17:30,10.51,3.215,926.051,23.308,251.15,226.035,123.947,11.736734
2019/2/12 17:45,10.09,2.779,926.053,27.794,221.9,199.71,111.6,6.342533
2019/2/12 18:00,7.8075,2.76,926.054,27.609,147.675,132.908,81.3466,4.232533
2019/2/12 18:15,6.54,1.714,926.052,30.738,113.975,102.577,62.2267,3.7498
2019/2/12 18:30,5.815,1.007,926.052,31.975,90.475,81.4275,50.6933,1.740467
2019/2/12 18:45,3.225,0.508,926.052,33.532,46.15,41.535,28.08,0.589267
2019/2/12 19:00,1.6825,-0.146,926.054,35.4,0.3,0.27,10.0667,0
2019/2/12 19:15,0.0675,-0.667,926.062,36.726,0,0,0,0
2019/2/12 19:30,-1.005,-1.179,926.062,38.205,0,0,0,0
2019/2/12 19:45,-1.695,-1.838,926.066,40.183,0,0,0,0
2019/2/12 20:00,-3.4125,-2.233,926.064,40.274,0,0,0,0
2019/2/12 20:15,-3.8975,-3.142,926.063,41.387,0,0,0,0
2019/2/12 20:30,-4.405,-3.906,926.062,42.919,0,0,0,0
2019/2/12 20:45,-5.085,-4.404,926.061,43.464,0,0,0,0
2019/2/12 21:00,-4.7425,-4.876,926.062,45.041,0,0,0,0
2019/2/12 21:15,-4.1575,-5.323,926.06,46.626,0,0,0,0
2019/2/12 21:30,-4.825,-5.749,926.062,48.091,0,0,0,0
2019/2/12 21:45,-4.95,-5.816,926.062,48.716,0,0,0,0
2019/2/12 22:00,-4.6425,-5.919,926.063,50.066,0,0,0,0
2019/2/12 22:15,-3.6575,-6.407,926.06,51.548,0,0,0,0
2019/2/12 22:30,-2.555,-7.017,926.058,52.514,0,0,0,0
2019/2/12 22:45,-2.4,-7.048,926.058,51.686,0,0,0,0
2019/2/12 23:00,-2.85,-7.305,926.059,51.617,0,0,0,0
2019/2/12 23:15,-2.7475,-7.418,926.059,52.292,0,0,0,0
2019/2/12 23:30,-3,-7.572,926.062,53.253,0,0,0,0
2019/2/12 23:45,-3.0575,-7.714,926.062,53.314,0,0,0,0
2019/2/13 0:00,-3.29,-7.776,926.064,53.342,0,0,0,0
2019/2/13 0:15,-3.9275,-7.979,926.064,53.997,0,0,0,0
2019/2/13 0:30,-4.37,-8.185,926.065,54.376,0,0,0,0
2019/2/13 0:45,-4.9025,-8.22,926.062,54.793,0,0,0,0
2019/2/13 1:00,-5.55,-8.09,926.062,54.484,0,0,0,0
2019/2/13 1:15,-5.7125,-8.142,926.062,55.287,0,0,0,0
2019/2/13 1:30,-5.7,-8.185,926.061,54.994,0,0,0,0
2019/2/13 1:45,-5.7325,-8.168,926.058,55.23,0,0,0,0
2019/2/13 2:00,-6.2025,-8.269,926.061,55.487,0,0,0,0
2019/2/13 2:15,-5.96,-8.397,926.061,56.282,0,0,0,0
2019/2/13 2:30,-5.4475,-8.465,926.059,56.803,0,0,0,0
2019/2/13 2:45,-4.9225,-8.403,926.059,55.698,0,0,0,0
2019/2/13 3:00,-5.0875,-8.426,926.059,53.892,0,0,0,0
2019/2/13 3:15,-5.71,-8.37,926.058,52.936,0,0,0,0
2019/2/13 3:30,-6.11,-8.363,926.059,52.512,0,0,0,0
2019/2/13 3:45,-6.0175,-8.347,926.061,52.386,0,0,0,0
2019/2/13 4:00,-5.7,-8.352,926.062,52.26,0,0,0,0
2019/2/13 4:15,-5.4775,-8.379,926.062,51.178,0,0,0,0
2019/2/13 4:30,-5.1,-8.59,926.062,49.946,0,0,0,0
2019/2/13 4:45,-4.95,-8.632,926.059,49.764,0,0,0,0
2019/2/13 5:00,-4.95,-8.223,926.059,47.434,0,0,0,0
2019/2/13 5:15,-4.885,-8.062,926.055,45.566,0,0,0,0
2019/2/13 5:30,-5.25,-7.67,926.051,44.142,0,0,0,0
2019/2/13 5:45,-5.18,-7.553,926.05,42.315,0,0,0,0
2019/2/13 6:00,-5.465,-7.697,926.05,42.618,0,0,0,0
2019/2/13 6:15,-6.1275,-7.553,926.047,42.175,0,0,0,0
2019/2/13 6:30,-5.3675,-7.679,926.045,42.746,0,0,0,0
2019/2/13 6:45,-5.4,-7.778,926.047,45.696,0,0,0,0
2019/2/13 7:00,-5.25,-8.26,926.047,57.298,0,0,0,0
2019/2/13 7:15,-5.185,-8.656,926.045,62.858,0,0,0,0
2019/2/13 7:30,-4.42,-8.887,926.046,64.484,0,0,0,0
2019/2/13 7:45,-4.155,-8.989,926.048,66.024,0,0,0,0
2019/2/13 8:00,-4.7675,-9.009,926.045,65.666,0,0,0,0
2019/2/13 8:15,-5.1,-9.046,926.048,64.63,0,0,0,0
2019/2/13 8:30,-5.005,-9.084,926.053,63.611,0,0,0,0
2019/2/13 8:45,-5.1275,-9.071,926.059,61.987,0,0,0,0
2019/2/13 9:00,-5.4,-9.016,926.057,59.672,0,0,0,0.477133
2019/2/13 9:15,-5.0525,-9.179,926.055,53.108,56.725,51.0525,36.5867,1.647067
2019/2/13 9:30,-4.65,-9.624,926.051,51.515,59.725,53.7525,34.5733,1.550067
2019/2/13 9:45,-4.6575,-9.696,926.048,51.837,54.625,49.1625,29.8533,2.3434
2019/2/13 10:00,-4.1,-9.641,926.047,52.744,91.75,82.5751,53.0134,2.775733
2019/2/13 10:15,-3.77,-9.619,926.05,57.485,90.175,81.1575,51.6133,2.729467
2019/2/13 10:30,-3.62,-9.86,926.051,61,105.575,95.0175,59.4133,4.057533
2019/2/13 10:45,-2.64,-10.043,926.055,63.397,161,144.9,89.28,6.313533
2019/2/13 11:00,-1.5325,-10.185,926.054,64.174,197.125,177.413,104.307,7.005933
2019/2/13 11:15,-2.0375,-10.252,926.055,67.039,181.3,163.17,87.6934,11.605334
2019/2/13 11:30,-0.175,-10.298,926.054,72.36,274.75,247.59,124.587,16.365934
2019/2/13 11:45,5.83,-10.298,926.053,74.439,618.425,556.2,292.72,16.471535
2019/2/13 12:00,9.0875,-10.199,926.052,75.399,631.75,567.742,301.733,16.317135
2019/2/13 12:15,10.9975,-9.934,926.053,74.974,766.275,689.648,375.253,16.264935
2019/2/13 12:30,12.055,-9.596,926.051,74.036,848.25,765.09,434.173,16.177134
2019/2/13 12:45,11.2575,-9.298,926.049,71.198,817.875,734.58,369.347,15.979534
2019/2/13 13:00,10.545,-8.619,926.049,68.392,704.15,634.275,216.08,16.121134
2019/2/13 13:15,8.685,-8.646,926.047,66.4,584.15,524.385,151.053,16.3934
2019/2/13 13:30,15.79,-8.488,926.047,65.393,860.95,775.08,116.627,16.3854
2019/2/13 13:45,17.8875,-8.24,926.047,62.736,865.3,778.77,233.16,16.438734
2019/2/13 14:00,17.7,-8.12,926.047,63.668,859.575,773.618,426.8,16.5296
2019/2/13 14:15,17.79,-7.867,926.047,63.497,854.425,769.028,431.147,16.468267
2019/2/13 14:30,15.8775,-7.913,926.046,63.566,765.25,688.725,406.64,16.557135
2019/2/13 14:45,11.835,-7.741,926.044,63.155,697.775,627.998,366.68,16.6594
2019/2/13 15:00,12.865,-7.433,926.045,61.167,685.4,616.86,371.133,16.504934
2019/2/13 15:15,9.8725,-7.066,926.047,58.807,465.075,418.567,254.533,16.441801
2019/2/13 15:30,7.82,-6.547,926.048,56.488,474.3,426.87,268.413,12.3138
2019/2/13 15:45,5.0375,-6.549,926.051,56.327,347.925,313.132,202.987,8.117933
2019/2/13 16:00,2.925,-6.257,926.056,55.768,209.125,188.212,124.56,8.1318
2019/2/13 16:15,3.985,-6.249,926.057,54.571,296.125,266.513,174.867,5.8114
2019/2/13 16:30,2.2925,-6.15,926.057,55.108,212.775,191.497,127.36,6.7312
2019/2/13 16:45,2.5825,-7.014,926.057,63.765,218.8,196.92,120.627,6.746067
2019/2/13 17:00,2.845,-7.136,926.057,71.484,235.275,211.747,132.413,7.2808
2019/2/13 17:15,3.055,-7.325,926.059,72.935,210.725,189.652,117.333,5.946867
2019/2/13 17:30,2.4775,-7.654,926.059,76.376,170.375,153.338,94.6,7.8178
2019/2/13 17:45,4.53,-7.4,926.056,79.759,341.9,307.71,160.213,16.049534
2019/2/13 18:00,4.7425,-7.449,926.057,81.525,245.4,220.86,107.547,10.958534
2019/2/13 18:15,1.745,-7.362,926.055,82.19,179.225,161.303,79.2533,7.070734
2019/2/13 18:30,-1.10847,-7.151,926.055,79.519,128.11,115.459,58.6169,3.203667
2019/2/13 18:45,-3.0875,-6.978,926.056,75.916,68.3,61.65,33.4267,1.2056
2019/2/13 19:00,-4.4525,-7.056,926.057,77.021,28.9,26.145,15.9067,0.085467
2019/2/13 19:15,-5.4925,-7.344,926.059,78.034,0,0,1.61333,0
2019/2/13 19:30,-6.30251,-7.722,926.061,81.314,0,0,0,0
2019/2/13 19:45,-7.015,-8.281,926.06,83.446,0,0,0,0
2019/2/13 20:00,-7.5,-8.588,926.059,83.967,0,0,0,0
2019/2/13 20:15,-7.79249,-8.936,926.056,84.575,0,0,0,0
2019/2/13 20:30,-8.1425,-9.026,926.052,84.744,0,0,0,0
2019/2/13 20:45,-8.35,-9.101,926.055,82.012,0,0,0,0
2019/2/13 21:00,-8.63751,-9.115,926.057,79.753,0,0,0,0
2019/2/13 21:15,-9.34,-9.431,926.058,75.053,0,0,0,0
2019/2/13 21:30,-10.145,-9.644,926.059,75.527,0,0,0,0
2019/2/13 21:45,-10.67,-9.309,926.062,71.855,0,0,0,0
2019/2/13 22:00,-11.325,-10.22,926.063,73.277,0,0,0,0
2019/2/13 22:15,-11.33,-10.604,926.064,75.01,0,0,0,0
2019/2/13 22:30,-12.0925,-11.088,926.064,74.534,0,0,0,0
2019/2/13 22:45,-12.44,-11.408,926.065,76.276,0,0,0,0
2019/2/13 23:00,-13.2,-11.627,926.063,76.426,0,0,0,0
2019/2/13 23:15,-12.8825,-11.849,926.064,79.175,0,0,0,0
2019/2/13 23:30,-13.165,-11.718,926.067,78.701,0,0,0,0
2019/2/13 23:45,-13.5875,-12.343,926.065,79.786,0,0,0,0
2019/2/14 0:00,-13.855,-12.155,926.069,81.078,0,0,0,0
2019/2/14 0:15,-14.4,-11.592,926.068,77.541,0,0,0,0
2019/2/14 0:30,-15.04,-11.334,926.068,70.296,0,0,0,0
2019/2/14 0:45,-15.9175,-10.47,926.065,63.922,0,0,0,0
2019/2/14 1:00,-17.0725,-10.453,926.064,61.234,0,0,0,0
2019/2/14 1:15,-17.6517,-10.426,926.066,61.361,0,0,0,0
2019/2/14 1:30,-17.7,-10.672,926.064,61.025,0,0,0,0
2019/2/14 1:45,-18.185,-10.564,926.066,58.785,0,0,0,0
2019/2/14 2:00,-18.7525,-11.412,926.065,63.751,0,0,0,0
2019/2/14 2:15,-19.0325,-11.318,926.066,62.789,0,0,0,0
2019/2/14 2:30,-19.4075,-12.894,926.066,66.691,0,0,0,0
2019/2/14 2:45,-19.625,-13.719,926.066,70.42,0,0,0,0
2019/2/14 3:00,-19.2625,-12.353,926.067,69.615,0,0,0,0
2019/2/14 3:15,-19.18,-12.802,926.066,66.211,0,0,0,0
2019/2/14 3:30,-20.0825,-13.622,926.068,70.188,0,0,0,0
2019/2/14 3:45,-20.5075,-14.542,926.068,71.822,0,0,0,0
2019/2/14 4:00,-20.0225,-12.967,926.067,71.098,0,0,0,0
2019/2/14 4:15,-20.55,-12.961,926.068,66.882,0,0,0,0
2019/2/14 4:30,-20.7,-13.752,926.067,68.746,0,0,0,0
2019/2/14 4:45,-20.7125,-14.376,926.067,70.203,0,0,0,0
2019/2/14 5:00,-20.9325,-14.354,926.067,71.774,0,0,0,0
2019/2/14 5:15,-19.6875,-14.586,926.067,70.498,0,0,0,0
2019/2/14 5:30,-18.6525,-13.918,926.066,69.12,0,0,0,0
2019/2/14 5:45,-18.16,-13.624,926.067,67.257,0,0,0,0
2019/2/14 6:00,-18.7725,-14.208,926.067,69.696,0,0,0,0
2019/2/14 6:15,-18.76,-13.93,926.069,69.151,0,0,0,0
2019/2/14 6:30,-19.11,-14.073,926.068,68.536,0,0,0,0
2019/2/14 6:45,-18.37,-14.336,926.069,69.189,0,0,0,0
2019/2/14 7:00,-18.4825,-14.487,926.069,69.128,0,0,0,0
2019/2/14 7:15,-19.2575,-14.318,926.07,67.948,0,0,0,0
2019/2/14 7:30,-18.39,-15.067,926.067,69.466,0,0,0,0
