时间,组件温度(℃),温度(°C),气压(hPa),湿度(%),总辐射(W/m2),直射辐射(W/m2),散射辐射(W/m2),实际发电功率(mw)
2019/1/1 0:00,-17.7,-13.154,926.071,53.497,0,0,0,0
2019/1/1 0:15,-18.115,-13.864,926.07,55.999,0,0,0,0
2019/1/1 0:30,-18.73,-14.461,926.07,57.747,0,0,0,0
2019/1/1 0:45,-18.0775,-13.066,926.071,54.162,0,0,0,0
2019/1/1 1:00,-17.2825,-12.823,926.07,52.807,0,0,0,0
2019/1/1 1:15,-18.0025,-12.793,926.07,51.031,0,0,0,0
2019/1/1 1:30,-18.7025,-13.671,926.071,53.597,0,0,0,0
2019/1/1 1:45,-18.1775,-13.905,926.071,54.602,0,0,0,0
2019/1/1 2:00,-18.235,-13.27,926.071,53.981,0,0,0,0
2019/1/1 2:15,-18.265,-13.598,926.071,54.478,0,0,0,0
2019/1/1 2:30,-19.29,-14.37,926.071,56.508,0,0,0,0
2019/1/1 2:45,-20.4075,-13.774,926.071,57.363,0,0,0,0
2019/1/1 3:00,-21.0675,-14.292,926.072,57.373,0,0,0,0
2019/1/1 3:15,-21.0025,-14.524,926.073,58.897,0,0,0,0
2019/1/1 3:30,-21.3,-14.946,926.071,59.676,0,0,0,0
2019/1/1 3:45,-21.9275,-14.211,926.071,60.952,0,0,0,0
2019/1/1 4:00,-22.2675,-14.502,926.071,58.382,0,0,0,0
2019/1/1 4:15,-22.6625,-14.478,926.07,58.705,0,0,0,0
2019/1/1 4:30,-23.65,-15.174,926.072,60.422,0,0,0,0
2019/1/1 4:45,-23.4125,-15.253,926.071,63.033,0,0,0,0
2019/1/1 5:00,-23.6275,-15.212,926.073,62.815,0,0,0,0
2019/1/1 5:15,-23.09,-15.038,926.071,61.802,0,0,0,0
2019/1/1 5:30,-23.335,-15.65,926.07,63.564,0,0,0,0
2019/1/1 5:45,-24.145,-13.905,926.071,58.667,0,0,0,0
2019/1/1 6:00,-24.6,-15.47,926.071,60.795,0,0,0,0
2019/1/1 6:15,-23.86,-16.973,926.07,63.051,0,0,0,0
2019/1/1 6:30,-24.09,-17.04,926.07,67.285,0,0,0,0
2019/1/1 6:45,-24.575,-15.422,926.07,63.179,0,0,0,0
2019/1/1 7:00,-24.545,-15.374,926.07,58.927,0,0,0,0
2019/1/1 7:15,-24.58,-16.532,926.07,65.79,0,0,0,0
2019/1/1 7:30,-25.05,-16.221,926.069,66.022,0,0,0,0
2019/1/1 7:45,-25.1825,-16.199,926.068,64.893,0,0,0,0
2019/1/1 8:00,-25.525,-14.728,926.068,64.278,0,0,0,0
2019/1/1 8:15,-25.3425,-15.478,926.07,61.896,0,0,0,0
2019/1/1 8:30,-25.2,-16.141,926.07,64.878,0,0,0,0
2019/1/1 8:45,-25.675,-16.305,926.069,65.499,0,0,0,0
2019/1/1 9:00,-25.3875,-15.963,926.068,65.1,0,0,0,0
2019/1/1 9:15,-25.5,-15.331,926.07,62.77,0,0,0,0.080267
2019/1/1 9:30,-24.73,-15.44,926.063,62.197,7.3,6.57,9.46667,0.940067
2019/1/1 9:45,-23.5875,-15.064,926.066,60.738,39.375,35.4375,19.7067,2.989333
2019/1/1 10:00,-19.5775,-14.108,926.063,57.275,97.1,87.39,44.6933,5.218733
2019/1/1 10:15,-15.115,-14.491,926.057,57.702,142.375,128.137,64.8533,7.6602
2019/1/1 10:30,-9.0225,-14.232,926.057,57.983,154.875,139.387,75.1333,9.503667
2019/1/1 10:45,-6.3725,-13.252,926.055,56.099,178.225,160.402,86.0533,16.1012
2019/1/1 11:00,-1.1575,-11.978,926.05,51.822,240.875,216.787,118.96,19.292734
2019/1/1 11:15,5.155,-11.01,926.051,48.114,253.825,228.533,126.813,23.357534
2019/1/1 11:30,8.785,-9.802,926.042,45.647,336.7,303.413,164.573,27.100534
2019/1/1 11:45,11.44,-8.24,926.032,41.403,422.125,379.395,207.56,32.271004
2019/1/1 12:00,14.39,-7.816,926.025,38.986,495.55,445.32,244.107,33.39767
2019/1/1 12:15,15.31,-8.392,926.023,41.023,510.825,459.405,245.24,33.660336
2019/1/1 12:30,15.9625,-7.934,926.025,38.962,512.725,461.25,144.133,32.8308
2019/1/1 12:45,14.43,-7.508,926.026,37.41,502.375,452.093,140.467,35.841335
2019/1/1 13:00,16.65,-7.093,926.014,36.512,574.925,517.433,147.027,36.741734
2019/1/1 13:15,19.3425,-6.793,926.018,35.975,555.825,500.22,145.093,35.97307
2019/1/1 13:30,21.7775,-6.83,926.013,35.186,562.95,506.565,225.4,34.543266
2019/1/1 13:45,20.98,-6.544,926.021,34.818,526.75,474.48,267.16,33.202934
2019/1/1 14:00,21,-6.549,926.023,35.316,500.925,450.833,252.4,33.923534
2019/1/1 14:15,19.76,-6.213,926.018,35.731,525.025,472.522,262.667,34.11627
2019/1/1 14:30,19.055,-6.396,926.025,36.093,511.125,460.013,248.387,34.327335
2019/1/1 14:45,20.04,-6.066,926.017,35.271,556.975,501.278,275.493,35.2192
2019/1/1 15:00,18.51,-5.968,926.021,34.433,512.15,460.935,256.8,36.535732
2019/1/1 15:15,20.6675,-6.091,926.017,34.309,550.725,495.652,278.493,32.3698
2019/1/1 15:30,19.6575,-5.993,926.029,34.152,448.15,403.335,227.773,31.623535
2019/1/1 15:45,16.96,-5.747,926.031,33.274,435.95,392.355,218.467,30.948536
2019/1/1 16:00,16.7725,-5.46,926.029,32.584,417.075,375.367,204.213,25.480536
2019/1/1 16:15,14.335,-5.343,926.036,32.419,309.55,278.595,150.787,24.697334
2019/1/1 16:30,10.5775,-5.026,926.028,31.648,357.975,322.177,179.52,15.9434
2019/1/1 16:45,2.2025,-5.213,926.036,31.833,208.8,187.92,108.827,8.803067
2019/1/1 17:00,-3.455,-5.3,926.037,32.288,158.4,142.56,85.9866,4.646667
2019/1/1 17:15,-6.4322,-5.8,926.039,33.619,101.11,90.9991,55.9458,2.961733
2019/1/1 17:30,-7.5875,-6.449,926.038,35.538,77,69.3,46.0667,1.4282
2019/1/1 17:45,-8.87,-7.275,926.038,36.559,39.35,35.415,24.2133,0.343867
2019/1/1 18:00,-9.6325,-8.052,926.038,38.077,20.2,18.18,12.4,0
2019/1/1 18:15,-10.375,-8.516,926.04,39.723,0,0,0.56,0
2019/1/1 18:30,-11.2625,-8.874,926.056,41.322,0,0,0,0
2019/1/1 18:45,-12.1325,-9.197,926.078,42.114,0,0,0,0
2019/1/1 19:00,-12.9975,-9.351,926.077,42.346,0,0,0,0
2019/1/1 19:15,-14,-9.542,926.076,42.785,0,0,0,0
2019/1/1 19:30,-14.66,-9.79,926.077,43.265,0,0,0,0
2019/1/1 19:45,-14.55,-10.044,926.077,44.547,0,0,0,0
2019/1/1 20:00,-14.29,-9.962,926.077,44.223,0,0,0,0
2019/1/1 20:15,-14.8675,-9.847,926.076,43.908,0,0,0,0
2019/1/1 20:30,-15.99,-10.194,926.076,45.182,0,0,0,0
2019/1/1 20:45,-16.5,-10.706,926.077,47.408,0,0,0,0
2019/1/1 21:00,-16.805,-10.684,926.076,47.708,0,0,0,0
2019/1/1 21:15,-17.385,-10.556,926.078,47.049,0,0,0,0
2019/1/1 21:30,-18.39,-10.738,926.078,47.951,0,0,0,0
2019/1/1 21:45,-19.5325,-10.963,926.077,49.031,0,0,0,0
2019/1/1 22:00,-20.37,-11.763,926.078,52.526,0,0,0,0
2019/1/1 22:15,-20.5325,-10.999,926.077,51.44,0,0,0,0
2019/1/1 22:30,-21.475,-10.753,926.076,49.857,0,0,0,0
2019/1/1 22:45,-21.9,-11.205,926.074,51.204,0,0,0,0
2019/1/1 23:00,-22.565,-11.039,926.076,50.732,0,0,0,0
2019/1/1 23:15,-22.4875,-10.825,926.076,49.281,0,0,0,0
2019/1/1 23:30,-22.65,-10.638,926.076,48.795,0,0,0,0
2019/1/1 23:45,-23.06,-11.289,926.078,51.098,0,0,0,0
2019/1/2 0:00,-23.2475,-11.851,926.078,52.669,0,0,0,0
2019/1/2 0:15,-23,-11.293,926.077,51.019,0,0,0,0
2019/1/2 0:30,-23.1625,-12.165,926.077,53.786,0,0,0,0
2019/1/2 0:45,-23.4375,-13.097,926.078,57.127,0,0,0,0
2019/1/2 1:00,-24.0575,-13.015,926.078,56.132,0,0,0,0
2019/1/2 1:15,-24.8375,-13.303,926.078,57.486,0,0,0,0
2019/1/2 1:30,-23.625,-13.499,926.077,58.03,0,0,0,0
2019/1/2 1:45,-24.7125,-13.477,926.078,57.904,0,0,0,0
2019/1/2 2:00,-25.0925,-14.017,926.078,58.423,0,0,0,0
2019/1/2 2:15,-25.2275,-14.532,926.078,60.486,0,0,0,0
2019/1/2 2:30,-25.2875,-13.92,926.078,59.896,0,0,0,0
2019/1/2 2:45,-25.115,-13.216,926.078,56.669,0,0,0,0
2019/1/2 3:00,-25.145,-13.698,926.078,57.688,0,0,0,0
2019/1/2 3:15,-25.4,-13.995,926.078,59.873,0,0,0,0
2019/1/2 3:30,-25.805,-13.006,926.078,54.775,0,0,0,0
2019/1/2 3:45,-25.785,-12.629,926.078,53.651,0,0,0,0
2019/1/2 4:00,-26.1325,-12.801,926.078,55.411,0,0,0,0
2019/1/2 4:15,-26.4575,-14.316,926.078,59.517,0,0,0,0
2019/1/2 4:30,-26.7975,-15.15,926.078,61.619,0,0,0,0
2019/1/2 4:45,-26.1275,-15.258,926.078,63.214,0,0,0,0
2019/1/2 5:00,-26.435,-15.247,926.076,64.575,0,0,0,0
2019/1/2 5:15,-26.85,-15.034,926.077,63.243,0,0,0,0
2019/1/2 5:30,-26.7,-16.843,926.076,64.897,0,0,0,0
2019/1/2 5:45,-26.6,-16.426,926.076,66.4,0,0,0,0
2019/1/2 6:00,-26.5675,-15.952,926.077,64.923,0,0,0,0
2019/1/2 6:15,-26.55,-15.681,926.075,64.386,0,0,0,0
2019/1/2 6:30,-26.7,-15.938,926.074,64.583,0,0,0,0
2019/1/2 6:45,-26.675,-15.956,926.074,65.525,0,0,0,0
2019/1/2 7:00,-27.28,-15.632,926.075,65.263,0,0,0,0
2019/1/2 7:15,-26.8975,-14.538,926.074,61.851,0,0,0,0
2019/1/2 7:30,-26.955,-17.367,926.074,66.496,0,0,0,0
2019/1/2 7:45,-27.5075,-16.775,926.074,68.109,0,0,0,0
2019/1/2 8:00,-27.4625,-16.631,926.074,65.21,0,0,0,0
2019/1/2 8:15,-28.0775,-17.527,926.074,67.035,0,0,0,0
2019/1/2 8:30,-28.8,-18.378,926.074,68.4,0,0,0,0
2019/1/2 8:45,-28.6525,-17.12,926.075,66.966,0,0,0,0
2019/1/2 9:00,-28.325,-17.337,926.073,67.31,0,0,0,0
2019/1/2 9:15,-28.195,-16.85,926.067,66.3,0,0,0,0.045333
2019/1/2 9:30,-27.475,-16.161,926.06,63.521,6.125,5.2425,8.70667,1.106667
2019/1/2 9:45,-26.71,-16.759,926.064,64.246,40.65,36.495,19.0533,2.479467
2019/1/2 10:00,-23.7825,-16.956,926.064,64.819,76.2,68.5125,31.3734,4.171933
2019/1/2 10:15,-19.26,-16.807,926.062,64.526,117.725,105.885,53.96,6.712067
2019/1/2 10:30,-12.8525,-16.398,926.058,62.596,163.975,147.577,75.64,12.558534
2019/1/2 10:45,-5.75,-15.439,926.054,62.292,210.85,189.765,98.4667,20.201668
2019/1/2 11:00,0.2825,-14.893,926.048,58.15,260.5,234.45,122.507,24.756535
2019/1/2 11:15,6.4225,-13.565,926.044,55.098,308.3,277.47,145.853,28.268934
2019/1/2 11:30,12.8825,-12.703,926.039,51.831,357.175,321.457,169.96,31.101135
2019/1/2 11:45,13.67,-11.501,926.04,48.815,407.725,366.953,192.133,33.6426
2019/1/2 12:00,10.3575,-10.644,926.037,46.095,454.3,408.87,211.733,36.041203
2019/1/2 12:15,9.34,-10.51,926.032,46.702,495.5,445.95,227.867,38.193604
2019/1/2 12:30,13.3175,-10.992,926.028,48.573,529.65,476.685,97.12,39.601467
2019/1/2 12:45,17.3575,-10.331,926.025,47.367,552.6,497.34,95.2,40.845802
2019/1/2 13:00,20.9425,-8.874,926.023,43.588,585.225,526.702,96.7066,41.84047
2019/1/2 13:15,22.355,-8.679,926.021,43.725,622.7,560.43,100.84,42.65
2019/1/2 13:30,26.4975,-8.029,926.019,43.568,607.125,546.413,201.627,43.03647
2019/1/2 13:45,27.0127,-7.482,926.015,42.842,615.076,553.568,306.454,43.150997
2019/1/2 14:00,23.855,-6.964,926.015,41.965,614.775,553.298,302.88,42.70367
2019/1/2 14:15,24.74,-6.736,926.016,41.214,605.825,545.243,297.12,42.88607
2019/1/2 14:30,24.8775,-6.248,926.018,40.704,632.275,569.295,300.267,41.17707
2019/1/2 14:45,21.785,-5.749,926.013,40.541,604.6,544.275,293.16,39.763668
2019/1/2 15:00,22.4125,-5.578,926.018,40.138,524.875,472.837,259.48,39.725334
2019/1/2 15:15,17.6825,-5.427,926.011,41.418,544.975,490.612,268.72,38.560867
2019/1/2 15:30,15.5825,-5.122,926.014,41.818,508.6,457.965,248.947,36.534336
2019/1/2 15:45,13.69,-5.435,926.018,43.139,476.5,428.985,231.027,34.441067
2019/1/2 16:00,11.03,-5.161,926.025,44.012,439.125,395.212,211.24,31.417068
2019/1/2 16:15,9.23,-4.976,926.034,44.528,389.025,350.19,185.627,26.998735
2019/1/2 16:30,8.555,-4.64,926.043,44.602,322.025,289.98,152.2,21.932867
2019/1/2 16:45,1.495,-4.557,926.047,46.456,274.35,247.05,128.08,17.988535
2019/1/2 17:00,0.33,-4.76,926.052,47.145,221.575,199.192,102.68,10.808067
2019/1/2 17:15,-1.97,-4.916,926.053,47.934,179.05,161.145,82.6133,6.143
2019/1/2 17:30,-4.0825,-4.881,926.054,48.351,133.9,120.51,62.9333,3.5578
2019/1/2 17:45,-8.165,-5.244,926.052,48.502,79.025,71.1225,38.3867,1.734533
2019/1/2 18:00,-11.6125,-5.601,926.052,49.196,28.6,25.74,15.48,0.221667
2019/1/2 18:15,-14.16,-6.102,926.051,50.238,0,0,5.22667,0
2019/1/2 18:30,-15.3725,-6.461,926.053,51.015,0,0,0,0
2019/1/2 18:45,-16.3075,-6.976,926.074,52.278,0,0,0,0
2019/1/2 19:00,-17.575,-7.397,926.074,53.513,0,0,0,0
2019/1/2 19:15,-18.3575,-8.976,926.073,47.876,0,0,0,0
2019/1/2 19:30,-19.25,-8.864,926.075,50.26,0,0,0,0
2019/1/2 19:45,-19.65,-8.629,926.076,52.205,0,0,0,0
2019/1/2 20:00,-19.865,-9.224,926.074,53.316,0,0,0,0
2019/1/2 20:15,-20.0525,-9.632,926.074,52.832,0,0,0,0
2019/1/2 20:30,-20.735,-9.667,926.075,52.223,0,0,0,0
2019/1/2 20:45,-21.165,-10.047,926.076,59.535,0,0,0,0
2019/1/2 21:00,-21.55,-10.163,926.076,61.45,0,0,0,0
2019/1/2 21:15,-21.8725,-10.088,926.074,59.476,0,0,0,0
2019/1/2 21:30,-22.1275,-11.287,926.074,54.301,0,0,0,0
2019/1/2 21:45,-22.88,-11.596,926.074,52.142,0,0,0,0
2019/1/2 22:00,-22.8,-11.963,926.075,55.169,0,0,0,0
2019/1/2 22:15,-22.7375,-12.257,926.076,53.426,0,0,0,0
2019/1/2 22:30,-22.88,-12.426,926.075,52.203,0,0,0,0
2019/1/2 22:45,-23.24,-12.81,926.076,52.813,0,0,0,0
2019/1/2 23:00,-23.39,-13.191,926.077,53.646,0,0,0,0
2019/1/2 23:15,-23.7,-13.169,926.075,55.556,0,0,0,0
2019/1/2 23:30,-23.715,-13.186,926.077,55.79,0,0,0,0
2019/1/2 23:45,-23.7,-13.37,926.076,54.238,0,0,0,0
2019/1/3 0:00,-23.995,-14.192,926.077,56.543,0,0,0,0
2019/1/3 0:15,-24.715,-14.837,926.076,60.386,0,0,0,0
2019/1/3 0:30,-24.8925,-15.259,926.077,64.72,0,0,0,0
2019/1/3 0:45,-24.7925,-14.245,926.076,61.873,0,0,0,0
2019/1/3 1:00,-24.8425,-13.297,926.075,57.373,0,0,0,0
2019/1/3 1:15,-25.35,-14.351,926.078,59.395,0,0,0,0
2019/1/3 1:30,-25.65,-16.194,926.077,65.149,0,0,0,0
2019/1/3 1:45,-25.88,-16.118,926.075,64.026,0,0,0,0
2019/1/3 2:00,-26.2575,-16.646,926.077,65.163,0,0,0,0
2019/1/3 2:15,-26.035,-15.787,926.075,63.013,0,0,0,0
2019/1/3 2:30,-26.3525,-16.482,926.075,65.354,0,0,0,0
2019/1/3 2:45,-26.335,-16.214,926.077,66.349,0,0,0,0
2019/1/3 3:00,-26.535,-16.043,926.078,67.078,0,0,0,0
2019/1/3 3:15,-26.6175,-16.462,926.076,67.521,0,0,0,0
2019/1/3 3:30,-26.7425,-16.68,926.076,69.387,0,0,0,0
2019/1/3 3:45,-27.0875,-15.698,926.075,71.338,0,0,0,0
2019/1/3 4:00,-27.0175,-14.937,926.077,71.548,0,0,0,0
2019/1/3 4:15,-27.4275,-13.718,926.078,68.604,0,0,0,0
2019/1/3 4:30,-27.5225,-14.704,926.075,67.236,0,0,0,0
2019/1/3 4:45,-27.64,-15.307,926.075,69.212,0,0,0,0
2019/1/3 5:00,-27.7175,-15.991,926.074,70.919,0,0,0,0
2019/1/3 5:15,-27.9875,-16.213,926.075,71.328,0,0,0,0
2019/1/3 5:30,-27.91,-15.446,926.075,71.692,0,0,0,0
2019/1/3 5:45,-28.05,-17.138,926.073,69.362,0,0,0,0
2019/1/3 6:00,-28,-17.715,926.073,72.085,0,0,0,0
2019/1/3 6:15,-27.935,-17.381,926.074,73.258,0,0,0,0
2019/1/3 6:30,-27.83,-16.553,926.074,72.115,0,0,0,0
2019/1/3 6:45,-28.01,-16.014,926.074,70.681,0,0,0,0
2019/1/3 7:00,-28.4075,-15.622,926.072,70.107,0,0,0,0
2019/1/3 7:15,-28.1575,-15.722,926.072,69.179,0,0,0,0
2019/1/3 7:30,-27.595,-16.141,926.073,68.77,0,0,0,0
2019/1/3 7:45,-27.8975,-16.015,926.074,69.234,0,0,0,0
2019/1/3 8:00,-28.3525,-16.327,926.076,68.408,0,0,0,0
2019/1/3 8:15,-28.52,-16.568,926.076,69.122,0,0,0,0
2019/1/3 8:30,-28.16,-16.696,926.075,68.632,0,0,0,0
2019/1/3 8:45,-28.585,-16.667,926.075,68.189,0,0,0,0
2019/1/3 9:00,-28.6225,-17.132,926.075,66.878,0,0,0,0
2019/1/3 9:15,-28.3975,-15.971,926.074,64.376,0,0,0,0.101533
2019/1/3 9:30,-27.74,-17.308,926.066,65.678,9.8,8.82,9.20001,1.2098
2019/1/3 9:45,-25.995,-16.832,926.066,65.365,44.225,39.8025,19.8267,2.4956
2019/1/3 10:00,-22.0325,-16.802,926.066,65.499,81.275,73.1475,34.68,4.160067
2019/1/3 10:15,-16.2525,-15.98,926.066,64.203,127.5,114.75,57.7333,7.0046
2019/1/3 10:30,-10.5225,-15.432,926.061,61.194,176.375,158.738,80.1067,13.198801
2019/1/3 10:45,-2.34,-15.308,926.055,60.449,218.55,196.673,100.733,21.111334
2019/1/3 11:00,2.5875,-14.64,926.047,62.05,275.45,247.905,128,24.434002
2019/1/3 11:15,8.1,-14.074,926.044,60.658,295.425,265.748,138.04,28.443401
2019/1/3 11:30,12.2825,-12.138,926.034,56.331,360,323.64,168.067,30.426535
2019/1/3 11:45,10.755,-11.677,926.029,51.851,399.2,359.46,185.067,34.976536
2019/1/3 12:00,13.04,-10.956,926.016,51.849,474.125,426.555,219.533,37.158134
2019/1/3 12:15,17.2425,-9.389,926.012,48.352,503.025,452.408,231.573,39.162003
2019/1/3 12:30,22.2675,-9.249,926.007,46.421,535.725,482.017,87.8,40.6142
2019/1/3 12:45,23.1975,-9.569,926.008,49.094,567.275,510.457,83.9867,41.8124
2019/1/3 13:00,25.6475,-8.328,926.007,45.859,601.275,541.102,83.6666,42.779667
2019/1/3 13:15,28.755,-8.24,926.007,45.344,636.675,572.917,90.8533,42.43947
2019/1/3 13:30,26.57,-9.013,926.016,46.577,588.275,529.335,178.72,43.489468
2019/1/3 13:45,21.175,-9.004,926.017,47.3,612.3,551.07,303.893,43.77007
2019/1/3 14:00,19.6225,-8.675,926.009,47.007,620.375,558.338,303.213,43.939735
2019/1/3 14:15,20.33,-8.247,926.01,47.542,617.4,555.66,300.96,42.23507
2019/1/3 14:30,19.5675,-7.753,926.016,46.124,590.675,531.607,280.2,42.31587
2019/1/3 14:45,21.985,-7.258,926.019,45.782,593.55,534.195,287.067,40.70007
2019/1/3 15:00,25.0125,-6.974,926.021,44.451,559.35,503.415,278.093,39.508137
2019/1/3 15:15,22.44,-6.341,926.027,41.768,528.35,475.515,260.747,37.06947
2019/1/3 15:30,21.325,-6.369,926.034,40.683,490.625,441.562,241.027,34.9244
2019/1/3 15:45,19.6575,-6.424,926.041,40.252,461.625,415.462,225.6,32.763668
2019/1/3 16:00,16.6275,-5.894,926.046,38.708,425.4,382.86,205.6,30.203068
2019/1/3 16:15,15.3,-5.575,926.048,37.334,387.825,349.043,186.6,27.231068
2019/1/3 16:30,13.625,-5.469,926.05,36.492,339.775,305.797,163.2,23.3724
2019/1/3 16:45,10.2575,-5.13,926.055,35.849,286.275,257.647,136.347,19.0214
2019/1/3 17:00,6.72,-5.267,926.058,36.268,241.975,217.777,115.16,11.5524
2019/1/3 17:15,3.8275,-5.622,926.059,37.055,181.875,163.688,87.2,6.1236
2019/1/3 17:30,1.3675,-5.994,926.055,38.392,126.65,113.985,62.3734,3.737133
2019/1/3 17:45,-3.5575,-6.674,926.055,40.378,77.825,70.1325,39.56,2.0124
2019/1/3 18:00,-8.06,-7.31,926.055,42.026,33.775,30.51,20.6,0.543733
2019/1/3 18:15,-11.9525,-7.782,926.055,43.131,0,0,8.81333,0
2019/1/3 18:30,-14,-8.234,926.059,44.17,0,0,0,0
2019/1/3 18:45,-15.1,-8.67,926.076,45.08,0,0,0,0
2019/1/3 19:00,-15.6,-9.258,926.074,46.555,0,0,0,0
2019/1/3 19:15,-16.245,-9.832,926.075,48.457,0,0,0,0
2019/1/3 19:30,-17.08,-10.087,926.076,49.78,0,0,0,0
2019/1/3 19:45,-17.2825,-10.015,926.075,48.704,0,0,0,0
2019/1/3 20:00,-17.85,-10.7,926.076,50.461,0,0,0,0
2019/1/3 20:15,-17.8475,-11.17,926.076,52.681,0,0,0,0
2019/1/3 20:30,-18.46,-11.631,926.075,54.244,0,0,0,0
2019/1/3 20:45,-19.3375,-10.692,926.075,50.718,0,0,0,0
2019/1/3 21:00,-19.7225,-11.309,926.075,52.219,0,0,0,0
2019/1/3 21:15,-20.175,-12.19,926.076,54.624,0,0,0,0
2019/1/3 21:30,-20.4775,-12.246,926.076,55.179,0,0,0,0
2019/1/3 21:45,-20.4,-12.241,926.077,56.136,0,0,0,0
2019/1/3 22:00,-20.8025,-12.714,926.076,58.193,0,0,0,0
2019/1/3 22:15,-21.4575,-12.714,926.078,59.24,0,0,0,0
2019/1/3 22:30,-21.6475,-12.204,926.075,58.76,0,0,0,0
2019/1/3 22:45,-21.9375,-12.438,926.075,60.25,0,0,0,0
2019/1/3 23:00,-22.1525,-13.167,926.077,62.14,0,0,0,0
2019/1/3 23:15,-22.445,-14.01,926.075,66.074,0,0,0,0
2019/1/3 23:30,-22.725,-14.354,926.075,66.728,0,0,0,0
2019/1/3 23:45,-23.0771,-14.343,926.073,68.227,0,0,0,0
2019/1/4 0:00,-23.25,-13.415,926.073,65.603,0,0,0,0
2019/1/4 0:15,-23.375,-13.402,926.07,65.896,0,0,0,0
2019/1/4 0:30,-23.235,-13.052,926.07,66.779,0,0,0,0
2019/1/4 0:45,-23.4425,-12.989,926.07,65.963,0,0,0,0
2019/1/4 1:00,-23.6575,-13.031,926.07,66.726,0,0,0,0
2019/1/4 1:15,-23.9,-13.17,926.071,67.027,0,0,0,0
2019/1/4 1:30,-24.15,-14.092,926.069,67.566,0,0,0,0
2019/1/4 1:45,-24.08,-14.029,926.069,69.659,0,0,0,0
2019/1/4 2:00,-24.175,-14.032,926.069,69.741,0,0,0,0
2019/1/4 2:15,-24.3,-13.781,926.067,69.674,0,0,0,0
2019/1/4 2:30,-24.2825,-13.172,926.067,67.668,0,0,0,0
2019/1/4 2:45,-24.3425,-13.617,926.068,67.859,0,0,0,0
2019/1/4 3:00,-24.6025,-14.268,926.068,69.236,0,0,0,0
2019/1/4 3:15,-24.355,-14.575,926.067,70.475,0,0,0,0
2019/1/4 3:30,-24.0375,-14.611,926.067,70.569,0,0,0,0
2019/1/4 3:45,-23.945,-14.486,926.067,70.394,0,0,0,0
2019/1/4 4:00,-23.4775,-14.428,926.069,70.699,0,0,0,0
2019/1/4 4:15,-23.4475,-14.159,926.067,69.836,0,0,0,0
2019/1/4 4:30,-23.435,-14.182,926.066,69.062,0,0,0,0
2019/1/4 4:45,-23.25,-14.124,926.066,69.617,0,0,0,0
2019/1/4 5:00,-23.25,-13.937,926.066,69.562,0,0,0,0
2019/1/4 5:15,-22.6375,-13.727,926.067,68.797,0,0,0,0
2019/1/4 5:30,-22.35,-13.666,926.067,68.585,0,0,0,0
2019/1/4 5:45,-22.8975,-13.711,926.066,69.198,0,0,0,0
2019/1/4 6:00,-23.7875,-13.821,926.066,69.627,0,0,0,0
2019/1/4 6:15,-23.425,-13.932,926.067,69.861,0,0,0,0
2019/1/4 6:30,-22.935,-14.087,926.067,69.932,0,0,0,0
2019/1/4 6:45,-23.245,-13.628,926.067,69.332,0,0,0,0
2019/1/4 7:00,-22.76,-13.796,926.068,68.878,0,0,0,0
2019/1/4 7:15,-22.65,-13.731,926.069,68.396,0,0,0,0
2019/1/4 7:30,-23.7675,-13.977,926.069,69.234,0,0,0,0
2019/1/4 7:45,-24.5375,-13.899,926.07,69.67,0,0,0,0
2019/1/4 8:00,-24.79,-14.262,926.068,70.284,0,0,0,0
2019/1/4 8:15,-24.9875,-14.257,926.068,70.15,0,0,0,0
2019/1/4 8:30,-25.05,-13.975,926.066,68.624,0,0,0,0
2019/1/4 8:45,-25.1275,-14.617,926.065,70.123,0,0,0,0
2019/1/4 9:00,-25.465,-14.292,926.063,69.891,0,0,0,0
2019/1/4 9:15,-25.0375,-13.844,926.07,68.441,0,0,3.29333,0.5604
2019/1/4 9:30,-23.9475,-13.84,926.066,68.618,36.4,32.715,21.4,2.074867
2019/1/4 9:45,-21.7425,-13.704,926.069,68.274,68.85,61.875,37.84,3.139067
2019/1/4 10:00,-17.4975,-13.415,926.068,67.32,102.125,91.89,45.1467,3.898467
2019/1/4 10:15,-13.2875,-12.924,926.062,66.087,154.05,138.645,75.0533,5.062467
2019/1/4 10:30,-9.33249,-11.538,926.061,63.639,182.525,164.273,90.88,6.955134
2019/1/4 10:45,-8.08751,-10.349,926.055,61.735,181.05,162.945,92.0534,14.127067
2019/1/4 11:00,-6.6275,-9.523,926.052,57.983,243.8,219.42,123.267,16.539068
2019/1/4 11:15,-4.67,-8.426,926.051,57.354,292.675,263.408,154.4,14.018534
2019/1/4 11:30,-2.3,-7.531,926.052,54.443,286.025,257.422,155.2,17.821733
2019/1/4 11:45,2.6275,-8.367,926.049,56.992,364.85,328.365,196.04,17.778269
2019/1/4 12:00,2.385,-7.587,926.053,54.201,337.525,303.772,184.427,15.225734
2019/1/4 12:15,-1.3775,-6.956,926.054,52.476,326.875,294.188,179.24,12.800134
2019/1/4 12:30,-3.0675,-6.982,926.057,52.222,271.75,244.575,143.667,11.2712
2019/1/4 12:45,-3.3025,-5.971,926.058,49.135,275.775,248.197,144.32,10.253734
2019/1/4 13:00,-2.9725,-6.074,926.057,49.232,282.15,253.935,156.413,12.630267
2019/1/4 13:15,-2.6625,-5.81,926.054,47.383,339,305.1,178.64,16.356934
2019/1/4 13:30,-0.3875,-5.61,926.044,45.706,402.9,362.61,196.04,24.417269
